frame,t,activity,outlet,liquid,disturbed,outside_ratio,blobs,contrast,noise_sigma,threshold,flowing,became_flowing,finished
182,6.0667,0.90741,0.58333,1,0,0.0088,1.0,15.063,0.515,12.0,1,0,0
183,6.1,0.90741,0.58333,1,0,0.00857,1.0,15.234,0.466,12.0,1,0,0
184,6.1333,0.90741,0.58333,1,0,0.01009,1.0,15.011,0.461,12.0,1,0,0
185,6.1667,0.0,0.0,0,0,0.01254,0.0,0.0,0.462,12.0,1,0,0
186,6.2,0.90278,0.5625,1,0,0.0139,1.0,15.174,0.457,12.0,1,0,0
187,6.2333,0.0,0.0,0,0,0.01421,0.0,0.0,0.472,12.0,1,0,0
188,6.2667,0.0,0.0,0,0,0.01083,0.0,0.0,0.471,12.0,1,0,0
189,6.3,0.90278,0.5625,1,0,0.00728,2.0,15.401,0.455,12.0,1,0,0
190,6.3333,0.90741,0.58333,1,0,0.00685,1.0,14.968,0.453,12.0,1,0,0
191,6.3667,0.0,0.0,0,0,0.00837,0.0,0.0,0.447,12.0,1,0,0
192,6.4,0.90741,0.58333,1,0,0.00806,3.0,14.262,0.516,12.0,1,0,0
193,6.4333,0.02315,0.10417,1,0,0.01285,1.0,12.42,0.474,12.0,1,0,0
194,6.4667,0.90741,0.58333,1,0,0.01188,2.0,14.52,0.475,12.0,1,0,0
195,6.5,0.90741,0.58333,1,0,0.01048,3.0,14.515,0.46,12.0,1,0,0
196,6.5333,0.90741,0.58333,1,0,0.01016,3.0,14.412,0.46,12.0,1,0,0
197,6.5667,0.90741,0.58333,1,0,0.01032,4.0,14.729,0.461,12.0,1,0,0
198,6.6,0.90741,0.58333,1,0,0.01234,1.0,14.778,0.466,12.0,1,0,0
199,6.6333,0.90741,0.58333,1,0,0.01266,1.0,14.587,0.469,12.0,1,0,0
200,6.6667,0.0,0.0,0,0,0.01449,0.0,0.0,0.466,12.0,1,0,0
201,6.7,0.90741,0.58333,1,0,0.01219,2.0,14.135,0.453,12.0,1,0,0
202,6.7333,0.90741,0.58333,1,0,0.01059,2.0,14.607,0.454,12.0,1,0,0
203,6.7667,0.90741,0.58333,1,0,0.01059,2.0,15.256,0.459,12.0,1,0,0
204,6.8,0.90278,0.5625,1,0,0.00946,2.0,15.255,0.49,12.0,1,0,0
205,6.8333,0.90278,0.5625,1,0,0.01273,1.0,15.496,0.485,12.0,1,0,0
206,6.8667,0.90278,0.5625,1,0,0.01273,1.0,15.227,0.473,12.0,1,0,0
207,6.9,0.0,0.0,0,0,0.01316,0.0,0.0,0.46,12.0,1,0,0
208,6.9333,0.89352,0.52083,1,0,0.01168,1.0,14.531,0.46,12.0,1,0,0
209,6.9667,0.89352,0.52083,1,0,0.00903,3.0,13.916,0.456,12.0,1,0,0
210,7.0,0.89352,0.52083,1,0,0.00755,2.0,14.593,0.459,12.0,1,0,0
211,7.0333,0.89352,0.52083,1,0,0.00822,3.0,15.217,0.466,12.0,1,0,0
212,7.0667,0.90278,0.5625,1,0,0.00954,4.0,15.165,0.47,12.0,1,0,0
213,7.1,0.90278,0.5625,1,0,0.01121,2.0,15.435,0.469,12.0,1,0,0
214,7.1333,0.90278,0.5625,1,0,0.01242,1.0,15.383,0.465,12.0,1,0,0
215,7.1667,0.90278,0.5625,1,0,0.01106,2.0,14.769,0.459,12.0,1,0,0
216,7.2,0.89352,0.52083,1,0,0.00759,1.0,14.412,0.535,12.0,1,0,0
217,7.2333,0.89352,0.52083,1,0,0.00717,1.0,13.842,0.489,12.0,1,0,0
218,7.2667,0.89352,0.52083,1,0,0.0074,3.0,14.064,0.509,12.0,1,0,0
